User_ID,Experiment_ID,Variant,Experiment_Date,Device,Country,Sessions,Exposures,Conversion,Revenue
10360,EXP101,Treatment,2026-01-22,Desktop,Canada,5.0,2,1,1750.8
10361,EXP102,Control,2026-02-27,Mobile,India,6.0,1,0,0.0
10362,EXP102,Treatment,2026-02-18,Desktop,India,4.0,4,0,0.0
10363,EXP101,Control,2026-01-23,Mobile,UK,1.0,1,0,0.0
10364,EXP102,Treatment,2026-01-25,Mobile,India,5.0,3,0,0.0
10365,EXP101,Treatment,2026-02-03,Mobile,UK,4.0,2,0,0.0
10366,EXP101,Control,2026-01-26,Mobile,India,3.0,3,0,0.0
10367,EXP101,Treatment,2026-02-16,Desktop,USA,4.0,2,0,0.0
10368,EXP101,Treatment,2026-01-05,Mobile,India,2.0,1,1,2153.11
10369,EXP101,Control,2026-01-26,Mobile,USA,2.0,3,0,0.0
10370,EXP101,Control,2026-01-20,Mobile,India,3.0,3,0,0.0
10371,EXP101,Control,2026-01-06,Desktop,USA,1.0,1,0,0.0
10372,EXP102,Control,2026-01-06,Tablet,India,5.0,3,0,0.0
10373,EXP101,Control,2026-02-28,Desktop,USA,4.0,4,0,0.0
10374,EXP102,Treatment,2026-02-19,Mobile,UK,2.0,2,0,0.0
10375,EXP102,Control,2026-01-18,Mobile,India,1.0,2,0,0.0
10376,EXP102,Control,2026-01-04,Mobile,India,3.0,2,0,0.0
10377,EXP101,Treatment,2026-01-17,Mobile,India,7.0,4,0,0.0
10378,EXP102,Control,2026-02-26,Mobile,USA,6.0,2,0,0.0
10379,EXP102,Treatment,2026-01-14,Mobile,USA,7.0,1,0,0.0
10380,EXP101,Control,2026-01-14,Mobile,India,7.0,3,0,0.0
10381,EXP101,Control,2026-01-13,Mobile,India,2.0,4,0,0.0
10382,EXP102,Treatment,2026-01-07,Desktop,India,3.0,2,0,0.0
10383,EXP101,Treatment,2026-02-13,Mobile,USA,4.0,1,0,0.0
10384,EXP101,Treatment,2026-02-24,Mobile,India,7.0,3,0,0.0
10385,EXP101,Treatment,2026-01-15,Desktop,Canada,7.0,3,1,359.46
10386,EXP101,Treatment,2026-01-19,Mobile,India,5.0,4,0,0.0
10387,EXP102,Control,2026-02-12,Desktop,USA,2.0,4,1,1885.91
10388,EXP101,Control,2026-02-16,Mobile,India,2.0,4,0,0.0
10389,EXP101,Treatment,2026-02-13,Mobile,India,4.0,1,1,518.4
10390,EXP101,Treatment,2026-02-04,Desktop,USA,6.0,1,1,1531.33
10391,EXP102,Treatment,2026-01-17,Desktop,USA,1.0,4,0,0.0
10392,EXP102,Control,2026-02-04,Desktop,Canada,5.0,2,0,0.0
10393,EXP101,Control,2026-01-19,Mobile,India,2.0,3,0,0.0
10394,EXP101,Treatment,2026-01-20,Mobile,India,5.0,3,0,0.0
10395,EXP102,Control,2026-02-05,Mobile,USA,2.0,1,0,0.0
10396,EXP101,Treatment,2026-02-04,Mobile,USA,5.0,3,0,0.0
10397,EXP101,Treatment,2026-02-01,Tablet,India,3.0,2,0,0.0
10398,EXP102,Control,2026-02-27,Mobile,India,7.0,3,0,0.0
10399,EXP101,Treatment,2026-02-17,Tablet,India,2.0,1,0,0.0
10400,EXP101,Treatment,2026-02-13,Mobile,UK,5.0,1,0,0.0
10401,EXP102,Control,2026-02-09,Mobile,India,1.0,2,1,1260.68
10402,EXP102,Treatment,2026-01-24,Mobile,India,3.0,2,0,0.0
10403,EXP101,Treatment,2026-01-17,Desktop,India,3.0,3,0,0.0
10404,EXP102,Treatment,2026-01-07,Desktop,India,1.0,3,0,0.0
10405,EXP101,Control,2026-02-12,Desktop,India,5.0,1,0,0.0
10406,EXP101,Treatment,2026-02-19,Desktop,India,4.0,2,1,1033.59
10407,EXP101,Control,2026-01-01,Desktop,India,1.0,2,0,0.0
10408,EXP102,Control,2026-02-04,Desktop,UK,5.0,2,1,453.15
10409,EXP102,Treatment,2026-02-01,Mobile,India,1.0,3,0,0.0
10410,EXP101,Control,2026-02-05,Mobile,India,1.0,2,0,0.0
10411,EXP101,Control,2026-01-13,Mobile,UK,2.0,1,0,0.0
10412,EXP102,Treatment,2026-01-06,Tablet,USA,5.0,1,0,0.0
10413,EXP102,Treatment,2026-02-27,Tablet,India,4.0,3,1,2440.77
10414,EXP102,Treatment,2026-01-14,Mobile,India,7.0,4,0,0.0
10415,EXP101,Treatment,2026-02-06,Desktop,India,2.0,3,0,0.0
10416,EXP102,Control,2026-02-17,Tablet,USA,1.0,4,0,0.0
10417,EXP102,Control,2026-01-15,Mobile,Canada,7.0,2,0,0.0
10418,EXP101,Control,2026-02-16,Mobile,USA,6.0,3,0,0.0
10419,EXP101,Treatment,2026-01-04,Tablet,USA,7.0,1,0,0.0
10420,EXP101,Treatment,2026-02-09,Mobile,USA,1.0,2,0,0.0
10421,EXP102,Treatment,2026-02-28,Desktop,India,1.0,1,0,0.0
10422,EXP101,Treatment,2026-01-16,Mobile,India,5.0,2,0,0.0
10423,EXP101,Control,2026-01-28,Tablet,USA,5.0,3,0,0.0
10424,EXP101,Control,2026-01-16,Tablet,Canada,2.0,4,0,0.0
10425,EXP101,Control,2026-01-04,Tablet,India,4.0,2,1,1776.41
10426,EXP102,Treatment,2026-02-14,Mobile,USA,2.0,4,0,0.0
10427,EXP101,Control,2026-01-26,Desktop,India,3.0,2,0,0.0
10428,EXP102,Treatment,2026-01-28,Desktop,India,1.0,1,0,0.0
10429,EXP102,Control,2026-02-01,Mobile,India,7.0,1,0,0.0
10430,EXP102,Control,2026-02-14,Desktop,India,6.0,2,0,0.0
10431,EXP101,Control,2026-01-02,Mobile,UK,1.0,4,0,0.0
10432,EXP102,Treatment,2026-01-31,Mobile,India,1.0,3,0,0.0
10433,EXP101,Treatment,2026-01-03,Mobile,USA,2.0,3,0,0.0
10434,EXP101,Control,2026-02-23,Mobile,UK,6.0,1,0,0.0
10435,EXP101,Control,2026-01-08,Mobile,Canada,6.0,3,0,0.0
10436,EXP102,Treatment,2026-01-24,Desktop,India,6.0,1,0,0.0
10437,EXP101,Control,2026-01-15,Mobile,India,2.0,3,0,0.0
10438,EXP101,Treatment,2026-02-12,Desktop,India,1.0,2,0,0.0
10439,EXP101,Treatment,2026-01-31,Mobile,Canada,2.0,1,0,0.0
10440,EXP102,Control,2026-01-09,Mobile,Canada,5.0,1,0,0.0
10441,EXP102,Control,2026-02-08,Mobile,India,5.0,2,0,0.0
10442,EXP102,Treatment,2026-02-14,Desktop,UK,2.0,1,0,0.0
10443,EXP101,Control,2026-01-02,Mobile,India,6.0,3,0,0.0
10444,EXP102,Control,2026-01-08,Desktop,USA,1.0,3,0,0.0
10445,EXP101,Treatment,2026-01-07,Desktop,India,2.0,1,0,0.0
10446,EXP101,Treatment,2026-02-25,Desktop,UK,2.0,3,0,0.0
10447,EXP102,Treatment,2026-02-13,Mobile,India,2.0,4,0,0.0
10448,EXP101,Treatment,2026-02-20,Mobile,UK,3.0,1,0,0.0
10449,EXP102,Control,2026-02-08,Desktop,UK,5.0,2,0,0.0
10450,EXP101,Control,2026-02-11,Mobile,USA,7.0,4,0,0.0
10451,EXP102,Treatment,2026-02-26,Desktop,India,6.0,1,0,0.0
10452,EXP101,Treatment,2026-01-16,Mobile,India,4.0,2,0,0.0
10453,EXP101,Control,2026-02-04,Tablet,India,7.0,3,1,1063.51
10454,EXP101,Treatment,2026-01-30,Desktop,India,6.0,2,0,0.0
10455,EXP101,Control,2026-01-10,Tablet,India,4.0,4,0,0.0
10456,EXP101,Control,2026-02-07,Mobile,Canada,3.0,3,0,0.0
10457,EXP102,Control,2026-01-18,Desktop,USA,2.0,1,0,0.0
10458,EXP101,Control,2026-02-19,Mobile,India,3.0,3,0,0.0
10459,EXP102,Control,2026-01-05,Mobile,India,3.0,1,0,0.0
10460,EXP102,Control,2026-02-22,Desktop,India,7.0,1,0,0.0
10461,EXP102,Control,2026-01-29,Desktop,USA,1.0,2,0,0.0
10462,EXP101,Treatment,2026-02-08,Tablet,India,7.0,2,0,0.0
10463,EXP101,Treatment,2026-03-01,Desktop,Canada,5.0,2,0,0.0
10464,EXP101,Treatment,2026-02-03,Mobile,India,4.0,4,0,0.0
10465,EXP102,Treatment,2026-02-12,Mobile,Canada,2.0,4,1,999.27
10466,EXP101,Control,2026-02-14,Desktop,UK,7.0,2,0,0.0
10467,EXP101,Control,2026-01-23,Mobile,India,4.0,4,0,0.0
10468,EXP102,Treatment,2026-01-05,Mobile,Canada,6.0,3,0,0.0
10469,EXP102,Control,2026-01-30,Mobile,India,4.0,3,0,0.0
10470,EXP102,Treatment,2026-01-06,Mobile,UK,6.0,4,0,0.0
10471,EXP102,Control,2026-02-25,Mobile,India,7.0,4,0,0.0
10472,EXP102,Treatment,2026-02-27,Mobile,UK,5.0,3,0,0.0
10473,EXP102,Control,2026-02-15,Mobile,UK,7.0,1,0,0.0
10474,EXP101,Treatment,2026-02-13,Mobile,UK,6.0,3,1,586.67
10475,EXP102,Treatment,2026-01-04,Tablet,UK,4.0,3,0,0.0
10476,EXP101,Treatment,2026-01-29,Mobile,India,4.0,4,0,0.0
10477,EXP101,Control,2026-01-23,Mobile,India,6.0,3,0,0.0
10478,EXP101,Treatment,2026-01-06,Desktop,India,3.0,4,0,0.0
10479,EXP102,Treatment,2026-02-01,Mobile,India,5.0,4,0,0.0
10480,EXP101,Treatment,2026-02-11,Tablet,USA,1.0,2,1,1418.73
10481,EXP102,Treatment,2026-01-18,Desktop,India,2.0,3,0,0.0
10482,EXP102,Treatment,2026-01-15,Mobile,Canada,4.0,1,0,0.0
10483,EXP101,Control,2026-02-09,Mobile,USA,2.0,2,0,0.0
10484,EXP102,Treatment,2026-02-27,Desktop,UK,1.0,4,0,0.0
10485,EXP101,Treatment,2026-02-01,Tablet,India,7.0,4,0,0.0
10486,EXP101,Treatment,2026-01-09,Mobile,UK,2.0,1,0,0.0
10487,EXP102,Control,2026-02-06,Desktop,Canada,1.0,4,0,0.0
10488,EXP101,Control,2026-01-10,Mobile,India,6.0,3,0,0.0
10489,EXP101,Treatment,2026-01-20,Tablet,USA,3.0,2,0,0.0
10490,EXP101,Treatment,2026-01-06,Mobile,UK,4.0,4,0,0.0
10491,EXP102,Control,2026-02-17,Tablet,India,1.0,4,0,0.0
10492,EXP101,Treatment,2026-02-25,Desktop,India,2.0,1,0,0.0
10493,EXP102,Control,2026-02-28,Desktop,India,4.0,3,0,0.0
10494,EXP102,Control,2026-01-03,Mobile,India,3.0,4,0,0.0
10495,EXP101,Control,2026-02-11,Mobile,India,6.0,1,0,0.0
10496,EXP101,Control,2026-01-11,Mobile,India,7.0,4,1,2265.95
10497,EXP102,Treatment,2026-02-12,Mobile,India,4.0,1,0,0.0
10498,EXP102,Control,2026-01-17,Mobile,India,7.0,1,0,0.0
10499,EXP101,Treatment,2026-02-01,Desktop,Canada,1.0,3,0,0.0
10500,EXP101,Treatment,2026-01-04,Mobile,India,3.0,4,0,0.0
10501,EXP102,Treatment,2026-01-04,Mobile,Canada,2.0,3,0,0.0
10502,EXP102,Treatment,2026-01-17,Tablet,India,3.0,1,0,0.0
10503,EXP102,Control,2026-02-10,Desktop,India,3.0,2,1,1825.35
10504,EXP102,Treatment,2026-01-19,Tablet,India,5.0,4,0,0.0
10505,EXP102,Treatment,2026-01-05,Tablet,India,3.0,2,0,0.0
10506,EXP101,Control,2026-02-01,Mobile,India,3.0,4,0,0.0
10507,EXP102,Treatment,2026-01-22,Mobile,USA,4.0,3,0,0.0
10508,EXP102,Treatment,2026-02-25,Desktop,India,2.0,3,0,0.0
10509,EXP101,Treatment,2026-01-06,Desktop,USA,4.0,3,0,0.0
10510,EXP101,Treatment,2026-02-04,Mobile,USA,4.0,3,0,0.0
10511,EXP102,Treatment,2026-01-22,Desktop,India,1.0,3,0,0.0
10512,EXP102,Control,2026-01-01,Mobile,India,4.0,2,0,0.0
10513,EXP101,Treatment,2026-01-20,Mobile,UK,5.0,3,0,0.0
10514,EXP102,Treatment,2026-01-22,Mobile,India,5.0,1,0,0.0
10515,EXP102,Control,2026-02-17,Mobile,India,7.0,1,0,0.0
10516,EXP101,Control,2026-02-24,Mobile,Canada,1.0,2,0,0.0
10517,EXP102,Control,2026-01-11,Mobile,India,7.0,4,0,0.0
10518,EXP101,Treatment,2026-01-13,Desktop,USA,7.0,1,0,0.0
10519,EXP101,Treatment,2026-02-28,Mobile,Canada,6.0,4,0,0.0
10520,EXP101,Control,2026-02-11,Mobile,India,2.0,2,0,0.0
10521,EXP101,Treatment,2026-01-03,Desktop,India,2.0,4,0,0.0
10522,EXP102,Control,2026-01-09,Tablet,India,4.0,4,0,0.0
10523,EXP101,Treatment,2026-03-01,Desktop,India,4.0,4,0,0.0
10524,EXP102,Treatment,2026-01-12,Desktop,India,6.0,4,0,0.0
10525,EXP102,Treatment,2026-01-23,Desktop,USA,4.0,2,0,0.0
10526,EXP102,Control,2026-01-14,Mobile,India,2.0,1,0,0.0
10527,EXP102,Control,2026-02-02,Mobile,India,7.0,3,0,0.0
10528,EXP102,Control,2026-01-18,Mobile,Canada,3.0,4,1,1959.87
10529,EXP101,Control,2026-02-18,Mobile,UK,5.0,1,0,0.0
10530,EXP101,Treatment,2026-02-28,Mobile,USA,3.0,1,0,0.0
10531,EXP101,Treatment,2026-02-10,Desktop,India,3.0,2,0,0.0
10532,EXP101,Treatment,2026-01-09,Mobile,USA,2.0,1,0,0.0
10533,EXP102,Treatment,2026-01-23,Mobile,India,3.0,2,0,0.0
10534,EXP101,Treatment,2026-01-10,Mobile,India,6.0,4,0,0.0
10535,EXP102,Treatment,2026-01-19,Desktop,India,1.0,4,0,0.0
10536,EXP102,Treatment,2026-02-16,Mobile,UK,4.0,3,0,0.0
10537,EXP101,Treatment,2026-01-05,Desktop,India,1.0,3,0,0.0
10538,EXP101,Control,2026-02-16,Mobile,India,7.0,3,0,0.0
10539,EXP101,Control,2026-02-21,Mobile,India,5.0,1,0,0.0
10540,EXP101,Control,2026-01-23,Mobile,India,4.0,4,0,0.0
10541,EXP102,Treatment,2026-01-30,Desktop,UK,3.0,2,0,0.0
10542,EXP102,Treatment,2026-01-25,Mobile,USA,5.0,3,0,0.0
10543,EXP101,Control,2026-01-28,Desktop,UK,4.0,2,0,0.0
10544,EXP102,Treatment,2026-02-03,Mobile,India,6.0,2,0,0.0
10545,EXP102,Treatment,2026-02-14,Mobile,India,6.0,3,1,2081.07
10546,EXP102,Control,2026-02-25,Desktop,India,6.0,4,0,0.0
10547,EXP101,Control,2026-02-17,Desktop,India,6.0,3,1,1893.35
10548,EXP102,Treatment,2026-02-16,Desktop,India,3.0,2,0,0.0
10549,EXP101,Treatment,2026-01-25,Desktop,UK,1.0,3,1,2200.09
10550,EXP101,Treatment,2026-01-10,Desktop,India,4.0,2,0,0.0
10551,EXP102,Treatment,2026-01-14,Desktop,India,3.0,2,0,0.0
10552,EXP102,Treatment,2026-02-11,Desktop,India,6.0,3,0,0.0
10553,EXP101,Treatment,2026-02-26,Desktop,India,7.0,1,0,0.0
10554,EXP102,Treatment,2026-02-15,Desktop,India,1.0,3,0,0.0
10555,EXP102,Treatment,2026-02-27,Desktop,Canada,7.0,1,0,0.0
10556,EXP101,Control,2026-01-30,Desktop,UK,5.0,2,0,0.0
10557,EXP101,Control,2026-02-24,Mobile,Canada,7.0,2,0,0.0
10558,EXP101,Control,2026-02-10,Desktop,India,5.0,1,1,2164.8
10559,EXP101,Treatment,2026-01-25,Desktop,India,5.0,2,0,0.0
10560,EXP102,Treatment,2026-01-14,Mobile,India,6.0,1,1,1135.08
10561,EXP102,Treatment,2026-02-04,Desktop,India,5.0,1,0,0.0
10562,EXP101,Control,2026-02-21,Mobile,UK,2.0,2,0,0.0
10563,EXP101,Control,2026-02-17,Mobile,India,4.0,4,0,0.0
10564,EXP101,Control,2026-02-03,Desktop,India,4.0,1,0,0.0
10565,EXP102,Control,2026-01-10,Mobile,India,6.0,3,0,0.0
10566,EXP101,Treatment,2026-02-04,Desktop,India,2.0,3,0,0.0
10567,EXP102,Control,2026-01-11,Desktop,USA,7.0,2,0,0.0
10568,EXP101,Control,2026-01-11,Mobile,India,3.0,4,0,0.0
10569,EXP101,Treatment,2026-01-21,Mobile,India,7.0,2,1,2256.17
10570,EXP101,Control,2026-01-21,Mobile,India,3.0,4,0,0.0
10571,EXP102,Treatment,2026-01-22,Desktop,India,5.0,1,1,1877.77
10572,EXP102,Treatment,2026-02-14,Tablet,UK,1.0,1,0,0.0
10573,EXP102,Control,2026-01-07,Desktop,UK,3.0,1,0,0.0
10574,EXP101,Treatment,2026-02-24,Mobile,Canada,1.0,1,0,0.0
10575,EXP102,Treatment,2026-01-17,Desktop,UK,4.0,3,0,0.0
10576,EXP102,Treatment,2026-01-02,Mobile,India,1.0,3,0,0.0
10577,EXP101,Control,2026-01-12,Desktop,USA,4.0,2,0,0.0
10578,EXP101,Treatment,2026-02-26,Mobile,India,2.0,4,0,0.0
10579,EXP102,Control,2026-02-11,Desktop,India,2.0,1,0,0.0
10580,EXP102,Control,2026-01-18,Mobile,UK,6.0,1,0,0.0
10581,EXP102,Control,2026-02-23,Tablet,India,6.0,4,1,1634.0
10582,EXP102,Treatment,2026-02-28,Mobile,Canada,5.0,4,0,0.0
10583,EXP101,Control,2026-01-11,Desktop,India,3.0,2,0,0.0
10584,EXP101,Control,2026-01-16,Tablet,USA,5.0,4,0,0.0
10585,EXP101,Treatment,2026-02-18,Mobile,USA,4.0,1,0,0.0
10586,EXP102,Control,2026-02-20,Tablet,UK,5.0,1,0,0.0
10587,EXP102,Control,2026-01-18,Desktop,USA,1.0,1,0,0.0
10588,EXP101,Control,2026-02-04,Mobile,USA,4.0,1,1,658.86
10589,EXP101,Control,2026-02-22,Mobile,India,6.0,1,0,0.0
10590,EXP102,Control,2026-02-28,Desktop,India,2.0,2,1,745.29
10591,EXP102,Control,2026-01-26,Mobile,India,6.0,1,1,2381.56
10592,EXP101,Treatment,2026-01-16,Mobile,USA,3.0,2,0,0.0
10593,EXP101,Control,2026-01-06,Mobile,India,4.0,1,0,0.0
10594,EXP101,Control,2026-02-26,Desktop,USA,4.0,3,1,2326.4
10595,EXP102,Treatment,2026-02-13,Mobile,India,1.0,3,0,0.0
10596,EXP102,Control,2026-02-12,Desktop,India,3.0,3,0,0.0
10597,EXP102,Treatment,2026-02-16,Tablet,USA,2.0,3,1,214.8
10598,EXP102,Control,2026-02-16,Tablet,India,7.0,2,0,0.0
10599,EXP102,Control,2026-02-17,Desktop,India,4.0,2,0,0.0
10600,EXP102,Control,2026-02-11,Mobile,India,4.0,4,0,0.0
